,airline,airlineId,sourceAirport,destAirport,codeShare,stops,equipment,idx_source,idx_dest
9772,U2,2297,MAN,TLV,,0,320,120,590
9773,IG,3463,MXP,TLV,Y,0,320 737,2443,590
9774,LY,2150,MXP,TLV,,0,739 738,2443,590
9775,U2,2297,MXP,TLV,,0,320,2443,590
9776,6H,2954,NCE,TLV,,0,320,1510,590
9777,AF,137,NCE,TLV,,0,320,1510,590
9778,LY,2150,PRG,TLV,,0,738,1481,590
9779,OK,1946,PRG,TLV,,0,320 738,1481,590
9780,QS,5097,PRG,TLV,,0,320 738,1481,590
9781,W6,5461,PRG,TLV,,0,320,1481,590
9782,LY,2150,VCE,TLV,,0,738 73G,173,590
9783,HG,3661,VIE,TLV,,0,321 320,2811,590
9784,LY,2150,VIE,TLV,,0,738 73G,2811,590
9785,OS,491,VIE,TLV,Y,0,321,2811,590
9786,LO,3210,WAW,TLV,,0,734 E95,1257,590
9787,LY,2150,WAW,TLV,,0,738 73G,1257,590
9788,W6,5461,WAW,TLV,,0,320,1257,590
9789,SU,130,SVO,TLV,,0,333 332,1300,590
9790,LY,2150,JNB,TLV,,0,763,1022,590
9791,LY,2150,BOM,TLV,,0,763,1737,590
9792,6H,2954,ETH,TLV,,0,320,1136,590
9793,IZ,231,ETH,TLV,,0,E95 753 AT7 E90,1136,590
9794,6H,2954,SXF,TLV,,0,320,1066,590
9795,LY,2150,SXF,TLV,,0,738,1066,590
9796,U2,2297,SXF,TLV,,0,320,1066,590
9797,6H,2954,TBS,TLV,,0,320,1375,590
9798,A9,2538,TBS,TLV,,0,737,1375,590
9799,IZ,231,TBS,TLV,,0,E95,1375,590
9800,DY,3737,CPH,TLV,,0,73H,954,590
9801,SK,4319,CPH,TLV,,0,321 320,954,590
9802,R3,1287,KRR,TLV,,0,73W,229,590
9803,BT,333,RIX,TLV,,0,73C 735,1776,590
9804,TK,4951,IST,TLV,,0,321 738 320 330 332 739 319,1462,590
9805,SU,130,ROV,TLV,,0,319,2294,590
9806,PS,5282,ODS,TLV,,0,738,170,590
9807,IZ,231,AMM,TLV,,0,AT7,1709,590
9808,RJ,4259,AMM,TLV,,0,E75 E95 320 319,1709,590
9809,LY,2150,KBP,TLV,,0,738,2736,590
9810,PS,5282,KBP,TLV,,0,738 73H,2736,590
9811,LY,2150,OTP,TLV,,0,738 739,2300,590
9812,RO,5179,OTP,TLV,,0,310 733,2300,590
9813,W6,5461,OTP,TLV,,0,320,2300,590
9814,LY,2150,EWR,TLV,,0,772,334,590
9815,UA,5209,EWR,TLV,,0,777,334,590
9816,AC,330,YYZ,TLV,,0,763,3121,590
9817,LY,2150,YYZ,TLV,,0,763,3121,590
9818,AF,137,MRS,TLV,,0,320,366,590
9819,LY,2150,MRS,TLV,,0,763 738,366,590
9820,AA,24,PHL,TLV,,0,332,2634,590
9821,US,5265,PHL,TLV,,0,332,2634,590
9822,FB,1548,SOF,TLV,,0,319,146,590
9823,LY,2150,SOF,TLV,,0,738,146,590
9824,TO,8745,ORY,TLV,,0,73H,1611,590
9825,ET,2220,ADD,TLV,,0,763,2076,590
9826,W6,5461,VNO,TLV,,0,320,1505,590
9827,B2,1478,MSQ,TLV,,0,733,2690,590
9828,W6,5461,CLJ,TLV,,0,320,1667,590
9829,RO,5179,IAS,TLV,,0,733,2355,590
9830,HY,5281,TAS,TLV,,0,764,842,590
9831,PS,5282,DOK,TLV,,0,734,3194,590
9832,LY,2150,LTN,TLV,,0,738,2839,590
9833,U2,2297,LTN,TLV,,0,320,2839,590
9834,WU,13757,LWO,TLV,,0,320,1910,590
9835,PS,5282,DNK,TLV,,0,734 73G,2090,590
9836,W2,18553,VIN,TLV,,0,320,804,590
9837,MS,2143,DME,CAI,,0,320,353,1124
9838,MS,2143,ACC,CAI,,0,738,1018,1124
9839,LX,4559,GVA,CAI,Y,0,738,330,1124
9840,MS,2143,GVA,CAI,,0,738,330,1124
9841,ET,2220,LCA,CAI,Y,0,E70,1323,1124
9842,MS,2143,LCA,CAI,,0,E70,1323,1124
9843,MS,2143,RMF,CAI,,0,E70,2364,1124
9844,LX,4559,ZRH,CAI,,0,333 343,56,1124
9845,MS,2143,ZRH,CAI,Y,0,333 343,56,1124
9846,MS,2143,BCN,CAI,,0,738,1552,1124
9847,MS,2143,LOS,CAI,,0,738,2034,1124
9848,MS,2143,NBO,CAI,,0,320,85,1124
9849,MH,3378,BKK,CAI,Y,0,773,1034,1124
9850,MS,2143,BKK,CAI,,0,773,1034,1124
9851,TG,4940,BKK,CAI,,0,773,1034,1124
9852,LH,3320,MUC,CAI,Y,0,738,2430,1124
9853,MS,2143,MUC,CAI,,0,738,2430,1124
9854,KL,3090,AMS,CAI,,0,777,3246,1124
9855,MS,2143,AMS,CAI,,0,738,3246,1124
9856,MS,2143,BRU,CAI,,0,320,2289,1124
9857,SN,1531,BRU,CAI,Y,0,320,2289,1124
9858,AT,4248,CMN,CAI,,0,738,845,1124
9859,MS,2143,CMN,CAI,,0,321,845,1124
9860,CA,751,CAN,CAI,Y,0,773,1822,1124
9861,MS,2143,CAN,CAI,,0,773,1822,1124
9862,CA,751,PEK,CAI,Y,0,330,3289,1124
9863,MS,2143,PEK,CAI,,0,330,3289,1124
9864,4D,442,TLV,CAI,,0,E70,590,1124
9865,EK,2183,DXB,CAI,,0,773 772,3077,1124
9866,MS,2143,DXB,CAI,,0,333 773,3077,1124
9867,SQ,4435,DXB,CAI,,0,333,3077,1124
9868,MS,2143,JED,CAI,,0,738 333 330 340 320,1780,1124
9869,NP,17083,JED,CAI,,0,320,1780,1124
9870,SV,4533,JED,CAI,,0,333 772 744,1780,1124
9871,MS,2143,MCT,CAI,,0,738,2771,1124
9872,WY,3778,MCT,CAI,,0,738,2771,1124
9873,MS,2143,JFK,CAI,,0,773,1955,1124
9874,UA,5209,JFK,CAI,Y,0,773,1955,1124
9875,M4,15893,HRG,CAI,,0,DH4,1885,1124
9876,MS,2143,HRG,CAI,,0,321 E70 735,1885,1124
9877,AH,794,ALG,CAI,,0,736,3143,1124
9878,MS,2143,ALG,CAI,,0,320,3143,1124
9879,A3,96,ATH,CAI,,0,738,2416,1124
9880,MS,2143,ATH,CAI,,0,738,2416,1124
9881,MS,2143,BUD,CAI,,0,E70,3332,1124
9882,AF,137,CDG,CAI,,0,343 332,1440,1124
9883,IY,5496,CDG,CAI,,0,330,1440,1124
9884,MS,2143,CDG,CAI,,0,333 320,1440,1124
9885,AZ,596,FCO,CAI,,0,32S 319,2702,1124
9886,MS,2143,FCO,CAI,,0,738,2702,1124
9887,LH,3320,FRA,CAI,,0,32A 321,650,1124
9888,MS,2143,FRA,CAI,,0,330 738,650,1124
9889,BA,1355,LHR,CAI,,0,767,148,1124
9890,MS,2143,LHR,CAI,,0,333 738,148,1124
9891,MS,2143,MAD,CAI,,0,738,1126,1124
9892,MS,2143,MAN,CAI,,0,738,120,1124
9893,AZ,596,MXP,CAI,,0,32S 319,2443,1124
9894,MS,2143,MXP,CAI,,0,738,2443,1124
9895,MS,2143,TUN,CAI,,0,738 320,1457,1124
9896,TU,4870,TUN,CAI,,0,32A,1457,1124
9897,MS,2143,VIE,CAI,,0,738 E70,2811,1124
9898,OS,491,VIE,CAI,Y,0,319 738 E70,2811,1124
9899,MS,2143,JUB,CAI,,0,320,2674,1124
9900,TK,4951,JUB,CAI,Y,0,320,2674,1124
9901,MS,2143,CGK,CAI,,0,330,829,1124
9902,SU,130,SVO,CAI,,0,320,1300,1124
9903,MS,2143,JNB,CAI,,0,330,1022,1124
9904,SA,4305,JNB,CAI,Y,0,330,1022,1124
9905,AI,218,BOM,CAI,Y,0,738,1737,1124
9906,MS,2143,BOM,CAI,,0,738,1737,1124
9907,MS,2143,SXF,CAI,,0,738,1066,1124
9908,MS,2143,CPH,CAI,,0,738,954,1124
9909,SK,4319,CPH,CAI,Y,0,738,954,1124
9910,MS,2143,IST,CAI,,0,320 738 E70,1462,1124
9911,TK,4951,IST,CAI,,0,320 738 321 739 319,1462,1124
9912,G9,329,SHJ,CAI,,0,320,579,1124
9913,MS,2143,SHJ,CAI,,0,738 320,579,1124
9914,MS,2143,AMM,CAI,,0,738 320 E70,1709,1124
9915,RJ,4259,AMM,CAI,,0,E95 E75 319,1709,1124
9916,RL,11857,AMM,CAI,,0,737,1709,1124
9917,8U,32,BEN,CAI,,0,320,29,1124
9918,LN,3258,BEN,CAI,,0,320,29,1124
9919,MS,2143,BEN,CAI,,0,320 E70,29,1124
9920,M4,15893,HBE,CAI,,0,DH4,735,1124
9921,MS,2143,HBE,CAI,,0,738 320 321,735,1124
9922,LN,3258,MRA,CAI,,0,320,2922,1124
9923,8U,32,TIP,CAI,,0,320 332,3044,1124
9924,LN,3258,TIP,CAI,,0,320,3044,1124
9925,MS,2143,TIP,CAI,,0,321 320,3044,1124
9926,EY,2222,AUH,CAI,,0,320,1524,1124
9927,MS,2143,AUH,CAI,,0,738 330,1524,1124
9928,GF,2638,BAH,CAI,,0,320 321,3292,1124
9929,MS,2143,BAH,CAI,,0,E70,3292,1124
9930,MS,2143,DMM,CAI,,0,738 333 330 321,1423,1124
9931,SV,4533,DMM,CAI,,0,321,1423,1124
9932,MS,2143,DOH,CAI,,0,333 738,2604,1124
9933,QR,4091,DOH,CAI,,0,77L 77W 333 320,2604,1124
9934,J9,2993,KWI,CAI,,0,320,1444,1124
9935,KU,3179,KWI,CAI,,0,777 340 320 AB6,1444,1124
9936,MS,2143,KWI,CAI,,0,738 340 320,1444,1124
9937,AT,4248,RUH,CAI,,0,738,91,1124
9938,MS,2143,RUH,CAI,,0,738 333 330,91,1124
9939,SV,4533,RUH,CAI,,0,320 772 333,91,1124
9940,MS,2143,YYZ,CAI,,0,773,3121,1124
9941,MS,2143,EBB,CAI,,0,320,195,1124
9942,ET,2220,ADD,CAI,,0,73W 738,2076,1124
9943,MS,2143,ADD,CAI,,0,738,2076,1124
9944,MS,2143,ABV,CAI,,0,738,2071,1124
9945,ME,3490,BEY,CAI,,0,320 321,839,1124
9946,MS,2143,BEY,CAI,,0,738 320 E70,839,1124
9947,MS,2143,DAR,CAI,,0,738,1358,1124
9948,MS,2143,KRT,CAI,,0,321 320,1786,1124
9949,SD,4521,KRT,CAI,,0,320 AB6,1786,1124
9950,MS,2143,BGW,CAI,,0,320,2929,1124
9951,MS,2143,EBL,CAI,,0,320 321,508,1124
